WORD,DEF
adresser,"[adrese] vt 1 : to address (correspondence) 2 : to direct, to aim (remarks, etc.) s'adresser vr"
"adroit, -droite","[adrwa, -drwat] adj 1 ▶ habile : skillful 2 : clever, shrewd"
adroitement,[-drwatmã] adv
aduler,[adyle] vt : to adulate
adulation,[adylasjɔ̃] nf
adulte,"[adylt] adj & nmf : adult, grown-up"
adultère 1,"[adyltεr] adj : adulterous adultère 2 nm : adultery adultère 3 nmf : adulterer m, adulteress f"
advenir,"[advənir] v impers {CONJUGATION 4} 1 : to occur, to happen <advienne que pourra : whatever happens, come what may> 2 ~ de : to become of <qu'est-il advenu de Jeanne? : what(ever) became of Jeanne?>"
adverbe,[advεrb] nm : adverb
"adverbial, -biale",[-vεrbjal] adj
adversaire,"[advεrsεr] nmf : adversary, opponent"
adverse,"[advεrs] adj 1 : opposing 2 : adverse, unfavorable <circonstances adverses : adverse circumstances>"
adversité,[advεrsite] nf : adversity
aération,[aerasjɔ̃] nf 1 : ventilation 2 : aeration
aérer,"[aere] vt {CONJUGATION 87} 1 ▶ ventiler : to ventilate, to air out 2 : to aerate (soil, etc.) 3 : to lighten, to thin out (a written text) s'aérer vr : to get some fresh air"
"aérien, -rienne","[aerjɛ̃, -rjεn] adj 1 : aerial, air <transport aérien : air transport> 2 : overhead, aerial 3 : ethereal, airy"
aérobic,[aerɔbik] nm : aerobics
aérobie,[aerɔbi] adj : aerobic
aérobique,"[aerɔbik] adj, Can : aerobic <danse aérobique : aerobics>"
aérodrome,[aerɔdrom] nm : airfield
aérodynamique 1,[aerɔdinamik] adj : aerodynamic
aérodynamiquement,[-mikmᾶ] adv aérodynamique 2 nf : aerodynamics
aérogare,[aerɔgar] nf : air terminal
aéroglisseur,[aerɔglisœr] nm : hovercraft
aérogramme,"[aerɔgram] nm : air letter, aerogram"
aéronaute,[aerɔnot] nmf : balloonist
aéronautique 1,[aerɔnotik] adj : aeronautical aéronautique 2 nf : aeronautics
"aéronaval, -vale","[aerɔnaval] adj, pl -vals : air and sea"
aéronef,[aerɔnεf] nm : aircraft
aéroport,[aerɔpɔr] nm : airport
"aéroporté, -tée",[aerɔpɔrte] adj : airborne
"aéropostal, -tale","[aerɔpɔstal] adj, mpl -taux [-to] : airmail"
aérosol,[aerɔsɔl] nm : aerosol
"aérospatial, -tiale","[aerɔspasjal] adj, mpl -tiaux [-sjo] : aerospace"
affabilité,[afabilite] nf : affability
affable,[afabl] adj : affable
affablement,[afabləmᾶ] adv
affadir,[afadir] vt 1 : to make bland 2 : to cause to fade s'affadir vr
affaiblir,"[afeblir] vt : to weaken s'affaiblir vr 1 : to become weak 2 : to diminish, to fade"
affaire,"[afεr] nf 1 : affair, matter, business <ce n'est pas mon affaire : that's none of my business> <affaire de cœur : love affair> 2 : business, enterprise 3 : deal <une (bonne) affaire : a bargain, a good deal> 4 ▶ procès : case, lawsuit 5 affaires nfpl : possessions, belongings 6 affaires nfpl : business <homme d'affaires : businessman> 7 avoir affaire à : to be faced with, to be dealing with"
"affairé, -rée",[afere] adj ▶ occupé : busy
affairer,"[afere] v s'affairer vr : to be busy, to bustle about"
affaissement,"[afεsmᾶ] nm 1 ▶ effondrement : subsidence (of the earth), caving in 2 : sagging, sinking"
affaisser,"[afese] v s'affaisser vr 1 : to collapse 2 : to sag, to sink, to subside"
affaler,"[afale] v s'affaler vr : to collapse, to fall, to slump"
"affamé, -mée","[afame] adj : famished, starving"
affamer,[afame] vt : to starve
affectation,"[afεktasjɔ̃] nf 1 : assignment, appointment 2 : allocation, allotment <affectation des fonds : allocation of funds> 3 : affectation"
"affecté, -tée","[afεkte] adj : mannered, affected"
affecter,"[afεkte] vt 1 : to affect 2 : to assign 3 : to allocate, to allot 4 ▶ feindre : to feign"
"affectif, -tive","[afεktif, -tiv] adj : affective, emotional"
affection,"[afεksjɔ̃] nf 1 : affection, caring 2 : ailment, condition <affection respiratoire : respiratory complaint>"
affectionner,"[afεksjɔne] vt ▶ aimer : to like, to be fond of"
"affectueux, -tueuse","[afεktɥø, -tɥøz] adj : affectionate"
affectueusement,[-tɥøzmᾶ] adv
"afférent, -rente","[aferᾶ, -rᾶt] adj ~ à : pertaining to, relating to"
affermir,"[afεrmir] vt 1 : to strengthen, to firm up (muscles, etc.) 2 : to reinforce, to consolidate"
affermissement,[afεrmismᾶ] nm : strengthening
affichage,"[afi∫aʒ] nm 1 : publicizing, posting 2 : display <affichage numérique : digital display> 3 panneau d'affichage : bulletin board 4 tableau d'affichage : scoreboard"
affiche,"[afi∫] nf 1 : poster, notice 2 tenir l'affiche : to open (of a play, etc.)"
afficher,"[afi∫e] vt 1 : to post <défense d'afficher : post no bills> 2 : to show, to display s'afficher vr"
affidavit,[afidavit] nm : affidavit
"affilé, -lée","[afile] adj : sharp, keen"
affilée,[afile] adv d'~ : in a row
affiler,[afile] vt : to sharpen
affiliation,[afiljasjɔ̃] nf : affiliation
affilier,"[afilje] vt {CONJUGATION 96} : to affiliate s'affilier vr ~ à : to become affiliated with, to join"
affiner,[afine] vt 1 : to refine 2 : to ripen (cheese) s'affiner vr
affinité,[afinite] nf : affinity
"affirmatif, -tive","[afirmatif, -tiv] adj : affirmative"
affirmativement,[-tivmᾶ] adv
affirmation,"[afirmasjɔ̃] nf : affirmation, assertion affirmative nf : affirmative <répondre par l'affirmative : to answer in the affirmative>"
affirmer,"[afirme] vt 1 : to maintain, to contend, to affirm 2 : to assert (authority, etc.) s'affirmer vr : to assert oneself"
affleurement,[aflœrmᾶ] nm : outcrop
affleurer,[aflœre] vt : to make even orflush vi : to come to the surface
affliction,[afliksjɔ̃] nf : affliction
"affligeant, -geante","[afliʒᾶ, -ʒᾶt] adj : distressing, sorrowful"
affliger,"[afliʒe] vt {CONJUGATION 17} : to afflict, to distress s'affliger vr"
affluence,[aflyᾶs] nf 1 : crowd 2 ▶ abondance : abundance 3 heure d'affluence : rush hour
affluent,[aflyᾶ] nm : tributary
affluer,"[aflye] vi 1 ▶ couler : to flow, to roll in (of money) 2 : to flock, to surge"
afflux,"[afly] nm : influx, rush"
"affolé, -lée","[afɔle] adj : panicked, frightened"
affolement,[afɔlmᾶ] nm : panic
affoler,[afɔle] vt 1 : to drive crazy 2 ▶ effrayer : to frighten s'affoler vr : to panic
affranchir,"[afrᾶ∫ir] vt 1 ▶ libérer : to liberate, to free 2 ▶ timbrer : to stamp, to postmark"
affranchissement,"[afrᾶ∫ismᾶ] nm 1 ▶ libération : liberation, emancipation 2 : franking, stamping 3 : postage (of a letter, etc.)"
affres,"[afr] nfpl : agony,pangs,throes"
affrètement,"[afrεtmᾶ] nm : renting, chartering"
affréter,[afrete] vt {CONJUGATION 87} : to charter <vols affrétés : chartered flights>
"affreux, -freuse","[afrø, -frøz] adj : awful, dreadful"
affreusement,[afrøzmᾶ] adv
affrioler,"[afrijɔle] vt : to tempt, to entice"
"affriolant, -lante","[-jɔlᾶ, -lᾶt] adj"
affront,[afrɔ̃] nm ▶ insulte : affront
affrontement,"[afrɔ̃tmᾶ] nm : confrontation, clash"
affronter,"[afrɔ̃te] vt : to confront,to brave, to face s'affronter vr"
affubler,"[afyble] vt, fam : to dress up, to deck out s'affubler vr"
affût,"[afy] nm 1 : carriage (for heavy artillery) 2 : hiding place, blind <être à l'affût de : to lie in wait for, to be on the lookout for>"
affûter,"[afyte] vt ▶ aiguiser : to sharpen, to hone"
"afghan, -ghane","[afgᾶ, -gan] adj : Afghan Afghan, -ghane n : Afghan"
afin,[afɛ̃] adv 1 ~ de : in order to <afin de trouver une solution : in order to find a solution> 2 ~ que : so that <afin que le public comprenne : so that the public understands>
"africain, -caine","[afrikɛ̃, -kεn] adj : African Africain, -caine n : African"
"agaçant, -çante","[agasᾶ, -sᾶt] adj : annoying, irritating"
agacement,"[agasmᾶ] nm ▶ irritation : irritation, annoyance"
agacer,"[agase] vt {CONJUGATION 6} ▶ énerver : to annoy, to irritate"
agate,[agat] nf : agate
âge,"[aʒ] nm 1 : age <quel âge avez-vous? : how old are you?> <les gens du troisième âge : senior citizens> 2 : age, era <le Moyen Âge : the Middle Ages>"
"âgé, -gée","[aʒe] adj 1 : old, aged, of age <âgé de seize ans : sixteen years old> 2 vieux : elderly, old <les personnes âgées : elderly persons>"
agence,"[aʒᾶs] nf ▶ bureau : agency, office <agence de voyage : travel agency> <agence immobilière : real estate agency>"
agencement,"[aʒᾶsmᾶ] nm : layout, arrangement"
agencer,"[aʒᾶse] vt {CONJUGATION 6} 1 : to arrange, to lay out 2 : to put together, to construct"
agenda,[aʒɛ̃da] nm 1 : agenda 2 ▶ carnet : appointment book
agenouiller,[aʒnuje] v s'agenouiller vr : to kneel
"agent 1, -gente","[aʒᾶ, -ʒᾶt] n 1 : agent <agent d'assurances : insurance agent> <agent de change : stockbroker> 2 : officer <agent de police : police officer> agent 2 nm 1 : agent, factor <agents économiques : economic factors> 2 : agent (in chemistry, medicine, etc.)"
agglomération,"[aglɔmerasjɔ̃] nf 1 ▶ amas, ▶ assemblage : conglomeration, agglomeration 2 : city, town 3 : urban area"
aggloméré,"[aglɔmere] nm 1 : particleboard, fiberboard 2 : briquette, charcoal"
agglomérer,"[aglɔmere] vt {CONJUGATION 87} : to agglomerate, to pile up s'agglomérer vr : to aggregate, to gather together"
agglutiner,[aglytine] vt : to stick together s'agglutiner vr : to gather
aggravation,"[agravasjɔ̃] nf : aggravation, worsening"
aggraver,"[agrave] vt : to aggravate, to make worse s'aggraver vr ▶ empirer : to worsen, to get worse"
agile,[aʒil] adj : agile
agilement,[aʒilmᾶ] adv
agilité,[aʒilite] nf : agility
agir,"[aʒir] vi 1 : to act, to take action 2 : to behave <elle agit comme une sainte : she acts like a saint> 3 : to operate, to take effect <la drogue agira vite : the drug will take effect quickly> s'agir vr 1 ~ de : to concern, to be a question of <de quoi s'agit-il? : what is it about?> 2 ~ de : to be necessary <pour vivre, il s'agit de manger : one must eat to live>"
agissements,"[aʒismᾶ] nmpl : dealings, schemes, machinations"
agitation,"[aʒitasjɔ̃] nf 1 : agitation, restlessness 2 : hustle and bustle, activity 3 (social) unrest 4 : choppiness (of the sea)"
"agité, -tée","[aʒite] adj 1 : restless, agitated 2 : rough <eaux agitéées : rough waters>"
agiter,"[aʒite] vt 1 ▶ secouer : to agitate, to shake 2 ▶ troubler : to disturb 3 ▶ débattre : to debate s'agiter vr 1 : to bustle about 2 : to fidget 3 : to become agitated"
agneau,"[aɲo] nm, pl agneaux 1 : lamb 2 : lambskin"
agnelle,[aɲεl] nf : young ewe
agnostique,[agnɔstik] adj & nmf : agnostic
agonie,[agɔni] nf : death throes pl
agoniser,[agɔnize] vi : to be dying
agrafe,"[agraf] nf 1 : hook, fastener 2 : staple 3 : clamp, clip (in medicine)"
agrafer,"[agrafe] vt 1 : to fasten 2 : staple 3 fam : to catch, to nab"
agrafeuse,[agraføz] nf : stapler
agraire,[agrεr] adj : agrarian <réforme agraire : land reform>
agrandir,"[agrᾶdir] vt : to enlarge, to expand s'agrandir vr : to grow, to be enlarged"
agrandissement,"[agrᾶdismᾶ] nm : enlargement, expansion"
agréable,"[agreabl] adj : pleasant, agreeable"
agréablement,[-abləmᾶ] adv
"agréé, agréée","[agree] adj : accepted, certified <expert-comptable agréé : certified public accountant>"
agréer,"[agree] vt {CONJUGATION 89} 1 ▶ accepter : to accept, to approve <veuillez agréer l'expression de mes sentiments les meilleurs : yours sincerely> 2 ~ à : to suit, to agree with"
agrégat,"[agrega] nm : aggregate, mass"
agrégation,[agregasjɔ̃] nf 1 France : qualifying exam for a teacher or professor 2 : aggregation
"agrégé, -gée","[agreʒe] n, France : certified teacher or professor"
agréger,"[agreʒe] vt {CONJUGATION 64} 1 : to aggregate 2 ▶ intégrer : to incorporate, to accept (into a group)"
agrément,"[agremᾶ] nm 1 ▶ consentement : consent, authorization 2 : pleasure <voyage d'agrément : pleasure trip> 3 : charm, attractiveness"
agrémenter,"[agremᾶte] vt ▶ orner : to decorate, to trim, to embellish"
agrès,[agrε] nmpl : apparatus (for gymnastics)
agresser,"[agrese] vt ▶ assaillir : to attack, to assault"
agresseur,"[agrεsœr] nm : attacker, assailant, aggressor"
"agressif, -sive","[agrεsif, -siv] adj : aggressive"
agressivement,[-sivmᾶ] adv
agression,"[agrεsjɔ̃] nf 1 : attack, assault 2 : aggression"
agressivité,[agrεsivite] nf : aggressiveness
agricole,[agrikɔl] adj : agricultural
"agriculteur, -trice","[agrikyltœr, -tris] n : farmer"
agriculture,"[agrikyltyr] nf : agriculture, farming"
agripper,"[agripe] vt : to clutch, to grab s'agripper vr : to cling"
agrumes,[agrym] nmpl : citrus fruits
aguets,[agε] nmpl aux aguets : on the lookout
aguicher,"[agi∫e] vt : to entice, to allure"
ah,[a] interj : oh <ah oui? : is that so?>
"ahuri, -rie","[ayri] adj 1 : amazed, dumbfounded 2 : dazed, stupefied"
ahurir,"[ayrir] vt : to astound, to stun, to daze"
"ahurissant, -sante","[ayrisᾶ, -sᾶt] adj : astounding, amazing"
ahurissement,"[ayrismᾶ] nm ▶ stupéfaction : amazement, stupefaction"
aide 1,"[εd] nmf : assistant aide 2 nf 1 : help, aid <à l'aide! : help!> <à l'aide de : with the help of> 2 Can : assist (in sports)"
aider,"[ede] vt ▶ assister : to help, to assist"
aïe,[aj] interj : ouch!
"aïeul, aïeule","[ajœl] n : grandfather m, grandmother f"
aïeux,"[ajø] nmpl : ancestors, forefathers"
aigle,[εgl] nm 1 : eagle 2 aigle d'Amériqueor aigle à tête blanche : bald eagle
aiglefin,[εgləfɛ̃] nm ▶ églefin
aigre,"[εgr] adj 1 : sour, tart 2 : sharp, bitter <un vent aigre : a bitter wind>"
"aigre-doux, -douce","[εgrədu, -dus] adj 1 : bittersweet 2 : sweet and sour"
aigrette,"[εgrεt] nf 1 : egret 2 : tuft, spray (of feathers)"
aigreur,"[εgrœr] nf 1 : sourness, tartness 2 : bitterness"
aigrir,"[egrir] vt 1 : to turn sour 2 : to embitter vi : to sour, to become sour s'aigrir vr"
"aigu, -guë","[egy] adj 1 : sharp, keen 2 : acute, intense <une douleur aiguë : an acute pain> 3 ▶ strident : strident, high-pitched 4 ▶ accent"
aiguille,[egɥij] nf 1 : needle 2 : hand (of a clock) <l'aiguille des minutes : the minute hand> 3 ▶ pic : mountain peak 4 aiguille de glace : icicle 5 travail à l'aiguille : needlework
aiguiller,"[egɥije] vt 1 : to switch (in railroading) 2 : to steer, to direct"
aiguilleur,[egɥijœr] nm 1 : switchman 2 aiguilleur du ciel : air traffic controller
aiguillon,"[egɥijɔ̃] nm 1 : goad 2 : stinger 3 : incentive, spur"
aiguillonner,"[egɥijɔne] vt 1 : to goad, to prod 2 : to stimulate, to spur"
aiguise-crayon,"[egizkrεjɔ̃] nm, pl aiguise-crayons Can : pencil sharpener"
aiguiser,"[egize] vt 1 ▶ affûter : to sharpen, to hone 2 : to stimulate, to whet"
aiguisoir,[egizwar] nm (knife) sharpener
ail,"[aj] nm, pl ails or aulx [o] : garlic"
aile,[εl] nf 1 : wing 2 : fender (of an automobile) 3 voler de ses propres ailes : to stand on one's own two feet
aileron,"[εlrɔ̃] nm 1 : flap, aileron 2 : fin (of a shark, etc.), wing tip (of a bird)"
ailier,"[elje] nm : wing, winger (in sports)"
aille,"[aj] , etc. aller"
ailleurs,"[ajœr] adv 1 : elsewhere 2 d'~ : besides, moreover, by the way 3 par ~ : in addition, what's more"
aimable,"[εmabl] adj gentil : kind, likeable"
aimablement,[εmabləmᾶ] adv
"aimant 1, -mante","[εmᾶ, -mᾶt] adj : loving, caring aimant 2 nm : magnet"
aimanter,[εmᾶte] vt : to magnetize
aimer,[eme] vt 1 : to love 2 or aimer bien : to like 3 aimer mieux : to prefer
aine,[εn] nf : groin
"aîné 1, -née","[ene] adj 1 : elder, older 2 : eldest, oldest 3 : senior aîné 2, -née n 1 : elder child, elder son m, elder daughter f 2 : eldest child, eldest son m, eldest daughter f 3 : older person, oldest person <il est mon aîné de cinq ans : he's five years older than me>"
ainsi,"[ɛ̃si] adv 1 : thus, in this way, in that way <il m'a regardé ainsi : he looked at me like that> 2 ainsi que : just as <elle l'a fait ainsi que tu disais : she did it just as you said she would> 3 ainsi que : as well as <mes mains ainsi que mes pieds : my hands as well as my feet> 4 et ainsi de suite : and so on 5 ainsi soit-il : so be it, amen 6 pour ainsi dire : so to speak"
air,"[εr] nm 1 : air <en plein air : outside, in the open air> <courant d'air : draft> <air conditionné : air-conditioning> 2 ▶ mélodie : tune, melody <air d'opéra : aria> 3 : appearance, look <avoir un air distingué : to look distinguished> 4 ▶ ambiance : atmosphere, ambience 5 être en air Can : to be ready and willing"
aire,"[εr] nf 1 : area <aire de repos : rest area> 2 ▶ surface : surface, area 3 ▶ domaine : field, sphere <aire d'influence : sphere of influence> 4 : aerie"
airelle,[εrεl] nf : blueberry
aisance,"[ezãs] nf 1 : ease, facility, fluency 2 : affluence, wealth <vivre dans l'aisance : to be well-off>"
aise 1,[εz] adj : pleased aise 2 nf 1 : ease <être mal à l'aise : to be ill at ease> 2 : pleasure 3 aises nfpl : creature comforts
"aisé, -sée","[eze] adj 1 ▶ facile : easy 2 riche : wealthy, well-off 3 : graceful, fluent"
aisément,[ezemᾶ] adv ▶ facilement : easily
aisselle,[εsεl] nf : armpit
"ajouré, -rée","[aʒure] adj : openworked, perforated"
ajournement,"[aʒurnəmᾶ] nm 1 : postponement 2 : adjournment, continuance (of a trial)"
ajourner,"[aʒurne] vt 1 : to adjourn 2 : to postpone, to defer"
ajout,"[aʒu] nm : addition (to a house, etc.)"
ajouter,[aʒute] vt ▶ additionner : to add
ajustement,[aʒystəmᾶ] nm : adjustment
ajuster,"[aʒyste] vt 1 : to adjust, to adapt, to fit 2 : to arrange (hair, etc.) 3 ▶ viser : to aim at <ajuster son tir : to aim, to adjust one's aim>"
